"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0010821","regulation of mitochondrion organization","41/4439","110/18842",0.372727272727273,1.58209670482705,3.39912766180139,0.000848479695716935,0.0097824717859129,0.0097824717859129,"PDE2A/RALA/CLU/OMA1/HUWE1/VPS35/GPX1/SQSTM1/SIRT7/HGF/BAX/STAT2/SLC35F6/PGAM5/PRELID1/VAT1/BID/MIEF1/CASP6/RHOT1/PPIF/PRMT6/TFRC/AKT1/MMP9/IFI6/BBC3/SLC30A9/LRRK2/PLAUR/PPARG/PISD/TRIAP1/MIEF2/DNM1L/MOAP1/HSPA1A/TP53/PLD6/TNFSF10/PMAIP1",41
"BP","GO:1903038","negative regulation of leukocyte cell-cell adhesion","51/4439","144/18842",0.354166666666667,1.5033134339566,3.36581512430221,0.000856177116504582,0.00985190106662806,0.00985190106662806,"CD80/TNFRSF14/ZC3H12A/CEBPB/ZC3H8/PPARA/SMAD7/MIR221/SOCS5/PAG1/HAVCR2/IRF1/PDCD1/TNFRSF21/PSMB2/CBL/HLA-E/HFE/ADTRP/TMEM131L/RUNX1/LGALS9/PRKAR1A/CD69/JAK3/RIPOR2/LGALS3/CDKN2A/PRNP/SDC4/PSMA7/LILRB2/IL4I1/SOCS1/TNFAIP8L2/LAPTM5/IL10/AKT1/LAX1/DUSP3/RC3H1/TNFSF18/CRTAM/LILRB4/PSMA1/PSMB4/PSMA6/LGALS1/MIA3/IFNB1/WNK1",51
"BP","GO:0097191","extrinsic apoptotic signaling pathway","63/4439","186/18842",0.338709677419355,1.43770392924881,3.33039478476464,0.000882178009991499,0.0101120707236908,0.0101120707236908,"TGFB1/IL1A/ICAM1/BCL2A1/RELA/DDX3X/BCL2/ARHGEF2/MIR221/CSF2/ZMYND11/TNFAIP3/CYLD/GPX1/SMAD4/PML/TNFRSF10A/BAG3/SPI1/TRAF1/CD70/BAX/GRINA/BIRC6/BCL2L2/MCL1/SIAH2/HSPA1B/G0S2/BCL10/TMBIM1/IL1B/FEM1B/DAXX/LTB/BID/HTRA2/NFKBIZ/LGALS3/TNFRSF12A/RNF34/CASP2/TNF/PAK2/STX4/BRCA1/CIB1/BIRC3/ATF3/AKT1/MAPK7/IFI6/SRC/SMAD3/TLR4/CASP8AP2/MOAP1/SERPINE1/HSPA1A/THBS1/TNFRSF10B/TNFSF10/PMAIP1",63
"BP","GO:0010508","positive regulation of autophagy","55/4439","158/18842",0.348101265822785,1.47756793210924,3.34654630121443,0.000882226578444454,0.0101120707236908,0.0101120707236908,"VPS13D/ZC3H12A/FBXO7/MAP3K7/XBP1/RNF152/KAT5/TRIM8/HUWE1/SPTLC1/SETD2/HDAC6/TRIM21/RALB/IKBKG/BAG3/SQSTM1/PRKAA1/ATF6/CDK16/RAB3GAP2/TFEB/IRGQ/RAB37/CDC37/ATG2A/SNX4/SCOC/TOM1/GNAI3/FOXO3/SESN3/MEFV/STUB1/USP33/PIP4K2A/EPM2A/SESN2/ATG101/TICAM1/TRIM13/PIP4K2B/SMCR8/SPTLC2/PLK3/LRRK2/USP20/CSNK2A1/GPSM1/MOAP1/SUPT5H/WIPI1/IFNB1/EIF2AK1/ULK1",55
"BP","GO:0006303","double-strand break repair via nonhomologous end joining","29/4439","71/18842",0.408450704225352,1.73373015747107,3.43866529965448,0.000894782682656293,0.0102360353580136,0.0102360353580136,"ZBTB7A/PNKP/POLA1/RNF8/PAXX/HELQ/XRCC5/HSF1/HMGB2/ERCC6L2/MRNIP/DCLRE1B/POLM/MAD2L2/MRE11/NHEJ1/LMNA/POT1/SMARCAL1/TOPBP1/ATM/POLB/PRKDC/DCLRE1C/TFIP11/ASTE1/ERCC8/ERCC4/TOP2B",29
"BP","GO:0010389","regulation of G2/M transition of mitotic cell cycle","37/4439","97/18842",0.381443298969072,1.61909318296356,3.3936514357368,0.000904883912466541,0.010331490107385,0.010331490107385,"TRIM39/FHL1/PIM1/TAOK3/CCND1/DBF4/RAD21/MRNIP/STK35/CDC25B/MRE11/RCC2/CDC7/PDIK1L/DBF4B/BRCC3/CDKN1A/GTPBP4/ETAA1/TOPBP1/GPR132/BRCA1/RAD17/FZR1/ATM/CDK1/MBTPS2/NOP53/INTS3/RAD50/PABIR1/WEE1/TAOK1/NABP1/TAOK2/ABRAXAS1/MIIP",37
"BP","GO:0044784","metaphase/anaphase transition of cell cycle","40/4439","107/18842",0.373831775700935,1.5867849330383,3.37918571769043,0.000911832719210828,0.0103906519165885,0.0103906519165885,"ESPL1/BUB3/ANAPC1/RB1/ANAPC7/RAD21/DPF2/BRD7/ARID1A/DYNLT1/MAD2L2/TACC3/ACTB/PBRM1/INCENP/SMARCA4/APC/DYNC1H1/TTK/ARID1B/SMARCC2/GEN1/DYNLT3/BCL7A/ZW10/ANAPC2/DYNC1LI1/SMARCA2/TEX14/ATM/ACTL6A/RIOK2/SMARCD2/DYNC1I2/BCL7B/CDC23/TPR/DYNLL1/SMARCD1/NDC80",40
"BP","GO:0001911","negative regulation of leukocyte mediated cytotoxicity","15/4439","29/18842",0.517241379310345,2.19550846338489,3.57676735528943,0.000921626241443514,0.0104214659609382,0.0104214659609382,"TGFB1/INPP5D/HAVCR2/HLA-B/NECTIN4/KLRD1/HLA-E/HLA-A/MICA/LGALS9/FCGR2B/HLA-F/SERPINB9/ARRB2/NECTIN2",15
"BP","GO:0014002","astrocyte development","15/4439","29/18842",0.517241379310345,2.19550846338489,3.57676735528943,0.000921626241443514,0.0104214659609382,0.0104214659609382,"ZEB2/GRN/FPR2/IFNGR1/ADORA2A/TNF/NR1D1/C1QA/DLL1/C5AR1/NF1/CDK6/LDLR/IL6/LRP1",15
"BP","GO:0034162","toll-like receptor 9 signaling pathway","15/4439","29/18842",0.517241379310345,2.19550846338489,3.57676735528943,0.000921626241443514,0.0104214659609382,0.0104214659609382,"RTN4/HAVCR2/FCRL3/IRF5/SYK/MSR1/IRAK4/PLD3/IRAK1/TNIP2/UNC93B1/EPG5/SLC15A4/LYN/MYD88",15
"BP","GO:0070841","inclusion body assembly","15/4439","29/18842",0.517241379310345,2.19550846338489,3.57676735528943,0.000921626241443514,0.0104214659609382,0.0104214659609382,"PSMC6/CLU/DNAJB6/TRIM37/HDAC6/BAG3/DNAJB2/HSPA1B/PPP2CB/DYRK1A/HSP90AA1/APOE/HSPA1A/IFNB1/MARK2",15
"BP","GO:0002456","T cell mediated immunity","45/4439","124/18842",0.362903225806452,1.5403970670523,3.35167709394823,0.000941607945693497,0.010622088597634,0.010622088597634,"CD80/TNFRSF14/MAP3K7/CD1A/SMAD7/CD81/SECTM1/IL1R1/ULBP1/CD55/IL23A/CD7/PDCD1/CD70/MYO1G/STX7/SLAMF1/PRKAA1/HLA-B/NLRP3/KLRD1/HLA-E/HFE/HLA-A/MICA/ARID5A/JAG1/IL1B/FCGR2B/HLA-C/NFKBIZ/HLA-DRA/CCR2/HLA-F/GNL1/AHR/IL12RB1/IL4I1/DENND1B/NECTIN2/FUT7/LILRB4/ULBP2/IFNB1/IL6",45
"BP","GO:0007599","hemostasis","73/4439","222/18842",0.328828828828829,1.39576318828403,3.29298772567004,0.000942981334687915,0.010622088597634,0.010622088597634,"VAV3/SERPINA1/F10/AVPR2/F3/CD40/PABPC4/PDGFB/ENTPD1/USF1/METAP1/PRRG4/ADORA2A/ANXA5/SYK/SERPING1/PLEK/UBASH3B/HSPB1/ACTB/EDN1/ADTRP/GGCX/VTN/PLAU/MAPK14/FUNDC2/SERPINB2/DGKD/NFE2/PROZ/PAFAH2/VAV2/JMJD1C/FLNA/ALOX12/STXBP1/FERMT3/ADAMTS13/MPIG6B/F2RL1/DGKA/ACTG1/VCL/SRC/TMX1/NFE2L2/PLAUR/F12/PDGFA/LYN/GNA12/TLR4/FCER1G/GP1BA/STXBP3/APOE/THBD/GPI/P2RY1/CLIC1/SERPINE1/THBS1/FLI1/PRKCD/IL6/RASA3/ADRA2B/AXL/VAV1/MYL9/RAP2B/ANO6",73
"BP","GO:1903707","negative regulation of hemopoiesis","42/4439","114/18842",0.368421052631579,1.56381830900748,3.3520768518969,0.000968770830576305,0.0108917255904181,0.0108917255904181,"INPP5D/GPR137/ZC3H12A/ZC3H8/SMAD7/CCL3/MIR221/SOCS5/HSPA9/IRF1/PSMB2/MYC/TRIB1/C1QC/ID2/TMEM176B/TMEM131L/RUNX1/FCGR2B/CD69/JAK3/FBXW7/CDKN2A/PSMA7/SOCS1/FSTL3/RC3H1/ZFPM1/TNFAIP6/TNFSF18/RARA/LYN/TLR4/LILRB4/MAFB/PSMA1/PSMB4/PSMA6/CDK6/LGALS1/IFNB1/LTF",42
"BP","GO:0042147","retrograde transport, endosome to Golgi","39/4439","104/18842",0.375,1.59174363595404,3.35936130297747,0.000979444133692386,0.0109907089811283,0.0109907089811283,"SNX1/VPS52/CLTCL1/RIC1/HEATR5A/TMEM87B/VPS35/RAB29/RAB9A/BAIAP3/RNF126/ARFIP1/TBC1D14/RBSN/ANKFY1/RAB14/TRIM27/YKT6/MON2/SGSM2/STX6/ARL8B/GGA1/UBE2O/EVI5/SPAG9/SNX6/PREPL/LRRK2/SLC66A2/VPS54/VPS51/TBC1D10A/RCSD1/ARL1/SNX8/GOLT1B/VTI1A/DOP1B",39
"BP","GO:0051298","centrosome duplication","32/4439","81/18842",0.395061728395062,1.67689864528492,3.38927048459433,0.000984489968129386,0.0110262876430491,0.0110262876430491,"CCDC57/CEP295NL/CEP135/TRIM37/POC5/SKP1/CEP295/ROCK2/WDR90/CHMP1B/CCP110/PDCD6IP/CEP152/CEP76/USP33/CEP192/GEN1/KIAA0753/PLK4/BRCA1/CHMP1A/RBM14/CEP44/CEP63/CEP120/PPP1R35/CHMP2A/SASS6/ALMS1/NDC80/CHMP4B/CKAP5",32
"BP","GO:0032897","negative regulation of viral transcription","10/4439","16/18842",0.625,2.65290605992341,3.67195375488882,0.000997814246306421,0.0111120222884124,0.0111120222884124,"TRIM8/TRIM21/LARP7/TRIM27/TRIM62/UBP1/TRIM11/TRIM13/IFITM3/ZFP36",10
"BP","GO:0046831","regulation of RNA export from nucleus","10/4439","16/18842",0.625,2.65290605992341,3.67195375488882,0.000997814246306421,0.0111120222884124,0.0111120222884124,"SETD2/NEAT1/HHEX/KHDRBS1/NCBP2/DDX39A/NUP153/IWS1/TPR/WNK1",10
"BP","GO:0140627","ubiquitin-dependent protein catabolic process via the C-end degron rule pathway","10/4439","16/18842",0.625,2.65290605992341,3.67195375488882,0.000997814246306421,0.0111120222884124,0.0111120222884124,"DCAF12/TRPC4AP/FEM1B/CUL2/ELOC/FEM1C/KLHDC10/CUL4A/KLHDC3/APPBP2",10
"BP","GO:0071675","regulation of mononuclear cell migration","49/4439","138/18842",0.355072463768116,1.50715822534779,3.31958533042978,0.0010028229885639,0.0111466903076668,0.0111466903076668,"TGFB1/ADAM8/SLC8B1/CCL20/TNFRSF14/RTN4/CCL2/CCL3/CD81/FPR2/CCL7/SPI1/WNT5A/CCR7/AKIRIN1/CCL5/OXSR1/IL27RA/C3AR1/CCN3/ADTRP/ADAM17/MOSPD2/NINJ1/LGALS9/CD69/GAS6/RIPOR2/CCR2/LGALS3/CSF1/MAPK1/TNF/AKT1/CD200R1/RHOA/CCR1/C5AR1/TNFSF18/LYN/CCL4/P2RX4/SERPINE1/MIA3/THBS1/NEDD9/CMKLR1/WNK1/ANO6",49
"BP","GO:0045598","regulation of fat cell differentiation","44/4439","121/18842",0.363636363636364,1.54350898031907,3.32968350562476,0.00101635202103111,0.0112757544974772,0.0112757544974772,"TGFB1/CREBL2/ZFP36L2/ANKRD26/ZC3H12A/XBP1/CEBPB/PPARD/PIM1/E2F1/SIRT2/SYAP1/TFE3/ASXL2/WNT5A/ZNF385A/TMEM64/TRIB2/ID2/CREB1/ZFP36L1/BMP2/CUL2/CCDC85B/PTGS2/ALOX5/TNF/NR1D1/TRIB3/HNRNPU/AKT1/ASXL1/SMAD3/PPARG/FTO/METRNL/NAPEPLD/NOCT/PIN1/ZBTB16/ZFP36/IL6/APPBP2/CMKLR1",44
"BP","GO:1902373","negative regulation of mRNA catabolic process","35/4439","91/18842",0.384615384615385,1.63255757533748,3.35796841843717,0.00103432257640281,0.011453515535308,0.011453515535308,"SNIP1/IREB2/BCLAF1/E2F1/FUS/YBX1/CRYZ/YBX3/MAPKAPK2/DHX34/HNRNPD/TENT5C/NBAS/ARID5A/CIRBP/MAPK14/PABPC1/HNRNPAB/LARP4B/ZC3H14/IKBKE/TENT4A/HNRNPC/TARDBP/HNRNPU/SRSF1/EIF4ENIF1/SYNCRIP/HNRNPA0/LRPPRC/SLC11A1/TRAF3IP2/MYD88/NOCT/ZFP36",35
"BP","GO:0048255","mRNA stabilization","31/4439","78/18842",0.397435897435897,1.68697616118206,3.37515966999887,0.0010432984313332,0.011524816696262,0.011524816696262,"SNIP1/IREB2/BCLAF1/E2F1/FUS/YBX1/CRYZ/YBX3/MAPKAPK2/HNRNPD/TENT5C/ARID5A/CIRBP/MAPK14/PABPC1/LARP4B/ZC3H14/IKBKE/TENT4A/HNRNPC/TARDBP/HNRNPU/SRSF1/EIF4ENIF1/SYNCRIP/HNRNPA0/SLC11A1/TRAF3IP2/MYD88/NOCT/ZFP36",31
"BP","GO:0071674","mononuclear cell migration","70/4439","212/18842",0.330188679245283,1.40153527694067,3.26402349534786,0.00104607809953194,0.011524816696262,0.011524816696262,"TGFB1/ADAM8/SLC8B1/CCL20/TNFRSF14/PLEC/RTN4/CCL2/JAML/CCL3/CD81/PDGFB/FPR2/CXCR1/FUT4/CCL7/SPI1/MYO1G/WNT5A/CCR7/AKIRIN1/CCL5/CCR5/OXSR1/IL27RA/C3AR1/GPR183/CCN3/ADTRP/ADAM17/MOSPD2/NINJ1/LGALS9/HSD3B7/CD69/GAS6/RIPOR2/RPS19/CCR2/EPS8/LGALS3/CSF1/EDNRB/MAPK1/ALOX5/CXCL16/TNF/AKT1/CD200R1/RHOA/CCR1/S1PR1/C5AR1/AZU1/TNFSF18/CRTAM/LYN/FUT7/CCL4/P2RX4/FLT1/SERPINE1/MIA3/THBS1/GPR35/IL6/NEDD9/CMKLR1/WNK1/ANO6",70
"BP","GO:0030258","lipid modification","57/4439","166/18842",0.343373493975904,1.4575001967772,3.28678626568096,0.00104664151629318,0.011524816696262,0.011524816696262,"INPP5D/PPARD/ECI2/PPARA/PIP4P2/ADH5/ACADM/PLIN5/PEX13/PORCN/INPP5F/PTEN/MLYCD/PLPPR2/MTMR6/SGPP2/ADIPOR2/AKT2/INPP5K/MFSD2A/ADIPOR1/MBOAT1/DGKD/SLC25A17/MTMR9/MTMR1/SYNJ2/ACSM1/PLPP3/ALOX15B/EHHADH/IVD/ACADVL/ALOX5/SACM1L/GDF15/DECR2/MBOAT7/FIG4/CRAT/CYP4F3/ALOX12/CROT/AKT1/GCDH/HSD17B4/LONP2/DGKA/CYP3A5/INPP5A/INPPL1/PIP4P1/ACOX1/DGAT2/ECHDC1/ACAA1/KLHL25",57
"BP","GO:0040008","regulation of growth","143/4439","482/18842",0.296680497925311,1.25930478529144,3.20159047394826,0.00104893317278826,0.0115284617869065,0.0115284617869065,"TGFB1/BMPR2/KRT17/SOX15/GHRL/PUM2/DDX3X/XBP1/FHL1/PPARD/PIM1/BCL2/RTN4/PPARA/SMAD7/VEGFA/PSRC1/EZR/SPP1/SUPV3L1/CDKN2AIP/RASAL1/MAPKAP1/MEAF6/STK3/PLXNA3/RB1/BBS2/RPS6KA1/NCBP1/PTEN/PAK1/PTCH2/TSPYL2/SMAD4/PML/CFL1/BAP1/ARHGAP4/BASP1/MAD2L2/CRLF3/SLC23A2/DUSP6/DNAJB2/RASGRP2/MFSD2A/NOTCH1/EDN1/CYBA/CCN3/ZFYVE27/PPP1R9B/JADE1/BRAT1/NTN1/EIF4G1/PPP2CA/ADAM17/H3-3B/RUNX1/ADIPOR1/LATS1/HSPA1B/EGLN2/MEF2C/DACT3/ING5/SMARCA4/SMURF1/NEDD4L/MTOR/BTG1/ZPR1/SHTN1/BCL6/IL17RB/CDKN1A/SPHK1/DUSP10/H3-3A/LTBP4/HBEGF/EIF4G2/CDKN2A/MACF1/CCDC85B/ALOX15B/CDKN1B/SESN2/DNM2/ARMC10/SLC25A33/ANAPC2/SOCS6/SGK1/TCHP/CXCL16/GDF15/CCAR2/NME6/DCSTAMP/SMARCA2/BRCA1/CIB1/CDKL5/G6PD/RBPJ/NIPBL/CYP27B1/CDK1/AKT1/DCUN1D3/GDI1/VIM/ING1/AGRN/DLL1/L1CAM/SMAD3/SGK3/MYCBP2/PABIR1/FTO/RGMA/CDK11B/CPNE5/TRAF3IP2/CSNK2A1/APOE/DIP2B/NET1/ING4/CDKN2D/HSPA1A/TAOK2/MAG/TP53/ENO1/TP53TG5/RPS6KA3/KAZALD1/ULK1",143
"BP","GO:0045600","positive regulation of fat cell differentiation","25/4439","59/18842",0.423728813559322,1.79858037960909,3.41059561454302,0.00105584869310898,0.0115612482597408,0.0115612482597408,"CREBL2/ZC3H12A/XBP1/CEBPB/PPARD/PIM1/SYAP1/TFE3/ASXL2/ZNF385A/TMEM64/ID2/CREB1/ZFP36L1/BMP2/PTGS2/HNRNPU/AKT1/PPARG/METRNL/NAPEPLD/NOCT/ZBTB16/ZFP36/CMKLR1",25
"BP","GO:0045815","transcription initiation-coupled chromatin remodeling","25/4439","59/18842",0.423728813559322,1.79858037960909,3.41059561454302,0.00105584869310898,0.0115612482597408,0.0115612482597408,"VPS72/KMT2A/BRD7/SPI1/ARID1A/APEX1/SIRT7/NOC2L/RBBP5/ASH2L/SMARCA4/ARID5B/WBP2/ARID1B/APOBEC3A/DPY30/RBM14/EGR1/KDM1A/USP21/APOBEC3F/TP53/MACROH2A1/ATF2/SMARCD1",25
"BP","GO:0071383","cellular response to steroid hormone stimulus","68/4439","205/18842",0.331707317073171,1.40798136253496,3.26059845864703,0.00106728708173279,0.0116647733096446,0.0116647733096446,"TGFB1/RXRB/ZFP36L2/HDAC2/ZBTB7A/PPARD/PPARA/CASP9/PGRMC2/ATP5F1A/PARP1/PRMT2/PAK1/HDAC6/RNF14/YWHAH/ZMIZ1/PAQR8/TRIP4/NCOR2/NCOA4/NCOR1/SSTR2/FLT3/KDM3A/NKX3-1/EDN1/ADTRP/ERRFI1/CNOT1/CDK12/LATS1/HSPA1B/EGLN2/FOXO3/ZFP36L1/SMARCA4/DAXX/VPS11/WBP2/ACOD1/PAGR1/ZNF764/AIFM1/UFM1/TMF1/VDR/NR1D1/UBA5/SCNN1D/BRCA1/HNRNPU/DDX5/ATP1A1/ZDHHC7/SRC/NR4A3/TAF1/VPS54/VPS18/KDM1A/ZNF366/HSPA8/MT-ND3/HSPA1A/ZFP36/TRIM68/ESRRA",68
"BP","GO:0031507","heterochromatin formation","73/4439","223/18842",0.327354260089686,1.38950416053387,3.24828722047925,0.00108362016279964,0.0118150938534032,0.0118150938534032,"H2AJ/HDAC2/RBBP4/PCGF6/MTF2/ZNF512/LRIF1/ATRX/DOT1L/RLIM/ZNFX1/SIRT2/CBX1/RB1/ERI2/PHF19/HNRNPK/KMT2A/CIZ1/RING1/AUTS2/RNF2/MGA/HDAC8/BAP1/SKP1/MAX/LBR/RRP8/SUV39H2/MPHOSPH8/JARID2/PPHLN1/SUZ12/EZH2/H2AZ2/L3MBTL2/H2AC6/H3-3B/PHF1/EHMT2/SMARCA4/DAXX/EPOP/ATF7IP/CBX8/LMNA/SETDB1/H3-3A/BAZ1A/H1-0/PHF8/SMARCA2/HNRNPU/H1-2/ZNF512B/RYBP/BCORL1/CBX6/SPTY2D1/E2F6/DYRK1A/YTHDC1/ERI1/SMARCAD1/BAHD1/TASOR/CSNK2A1/MIS18BP1/MACROH2A1/TPR/PIWIL2/PCGF3",73
"BP","GO:0043487","regulation of RNA stability","95/4439","303/18842",0.313531353135314,1.33083076273385,3.22293921823691,0.00108505963959826,0.0118150938534032,0.0118150938534032,"ZFP36L2/RBM33/ZC3H12A/PLEKHN1/PUM2/SNIP1/IREB2/DDX6/CNOT10/DCP1A/TRIM71/BCLAF1/FASTKD1/E2F1/ZCCHC17/EDC4/FUS/YBX1/CRYZ/PHAX/MIR193A/YBX3/MAPKAPK2/NAF1/DCPS/APEX1/LSM6/AGO3/UPF1/HNRNPD/TENT5C/PDE12/DCP1B/EDC3/CAPRIN1/CNOT1/SERBP1/ROCK2/ARID5A/TNRC6B/CIRBP/MAPK14/MIR212/ZFP36L1/CNOT8/FXR2/PABPN1L/CNOT3/PABPC1/NYNRIN/MEX3D/LARP4B/ZC3H14/CNOT6/IKBKE/TENT4A/GTSF1/PUM1/DCP2/HNRNPC/RNH1/CPEB3/PARN/CNOT11/TARDBP/HNRNPU/KHNYN/SRSF1/AGO2/SAMD4B/EIF4ENIF1/AKT1/SYNCRIP/HNRNPA0/VIM/MOV10/TNKS1BP1/RC3H1/ZC3H18/YTHDF3/TNRC6C/FTO/SLC11A1/TRAF3IP2/HELZ/MYD88/NOCT/NANOS3/DXO/METTL1/PRKCD/ZFP36/CNOT4/BTG2/PIWIL2",95
"BP","GO:0035967","cellular response to topologically incorrect protein","43/4439","118/18842",0.364406779661017,1.54677912646382,3.30766624449992,0.00109681057334763,0.0119209725901738,0.0119209725901738,"SELENOS/XBP1/TM7SF3/PPP1R15B/MANF/OS9/DERL1/HDAC6/COPS5/HSF1/BAG3/AKT2/PPP1R15A/EDEM3/SERP1/NCK1/RNF126/RHBDD2/ATF6/PIGBOS1/BAX/TMBIM6/RPAP2/DNAJB12/DAXX/STUB1/PTPN1/UFD1/ATF3/AKIRIN2/EIF2S1/AKT1/MBTPS2/BBC3/NFE2L2/PARP6/DDIT3/ERLEC1/HSPA1A/VCP/ERN1/QRICH1/ATF4",43
"BP","GO:2000142","regulation of DNA-templated transcription initiation","34/4439","88/18842",0.386363636363636,1.63997829158901,3.3406247156416,0.00110428922390017,0.0119801118755221,0.0119801118755221,"TAF9/DRAP1/PSMC6/TAF13/GTF2A1/MED20/BCLAF1/NCOR2/MYC/NCOR1/TAF4/PWWP2A/SUMO1/TAF12/TAF5/CREB1/THRA/FOSL1/CEBPA/MED29/MED30/MED8/MED6/PIAS1/SETX/SUB1/TAF1/CAND1/NFKBIA/TAF10/DR1/SRF/MED9/TP53",34
"BP","GO:0016049","cell growth","128/4439","426/18842",0.300469483568075,1.27538770204768,3.19168303725546,0.00111003549437883,0.0120202738617818,0.0120202738617818,"TGFB1/BMPR2/KRT17/PUM2/DDX3X/XBP1/FHL1/PPARD/BCL2/RTN4/PPARA/SMAD7/VEGFA/PSRC1/CLSTN3/WASF1/SPP1/SUPV3L1/CDKN2AIP/RASAL1/MAPKAP1/MEAF6/STK3/PLXNA3/RB1/RPS6KA1/NCBP1/PAK1/PTCH2/TSPYL2/SMAD4/PML/AUTS2/CFL1/BAP1/ARHGAP4/MAD2L2/BIN3/CRLF3/SLC23A2/DNAJB2/RASGRP2/PRICKLE1/MFSD2A/EDN1/CYBA/CCN3/SEMA3F/ZFYVE27/PPP1R9B/JADE1/BRAT1/NTN1/EIF4G1/ADAM17/H3-3B/ADIPOR1/HSPA1B/EGLN2/CTNNB1/DACT3/ING5/SMARCA4/SMURF1/NEDD4L/MTOR/BTG1/SHTN1/BCL6/IL17RB/CDKN1A/SPHK1/H3-3A/LTBP4/HBEGF/EIF4G2/CDKN2A/MACF1/CCDC85B/ALCAM/CDKN1B/SESN2/DNM2/SLC25A33/ANAPC2/SGK1/TCHP/CXCL16/CCAR2/NME6/DCSTAMP/SMARCA2/BRCA1/CIB1/CDKL5/G6PD/RARG/CYP27B1/AKT1/DCUN1D3/GDI1/VIM/ING1/L1CAM/SMAD3/SGK3/PABIR1/PPP3CB/RGMA/CDK11B/CPNE5/TRAF3IP2/CSNK2A1/APOE/DIP2B/NET1/ING4/CDKN2D/HSPA1A/TAOK2/MAG/TP53/ENO1/TP53TG5/IMPACT/RPS6KA3/KAZALD1/ULK1",128
"BP","GO:0001959","regulation of cytokine-mediated signaling pathway","62/4439","184/18842",0.33695652173913,1.43026239752392,3.25595074931183,0.0011167555658731,0.0120708138370107,0.0120708138370107,"IL1A/CD40/EZR/IL1R1/TNFAIP3/CYLD/CARD8/DICER1/NR1H2/IKBKB/CD74/MAPKAPK2/WNT5A/CCL5/SYK/CDK5R1/NLRC5/EDN1/DNAJA3/CDC37/SAMHD1/STAT2/CACTIN/ADAM17/HSPA1B/NLRP6/PPP2CB/TRIM27/IL1B/SPPL2B/GAS6/SPHK1/PTPN1/IRAK3/CSF1/PTPN6/IKBKE/RNF113A/IL7/IL1R2/SPPL2A/LAPTM5/IRAK1/IL11RA/F2RL1/IL1RN/SIGIRR/SPATA2/HIF1A/PPARG/IL1RAP/SHARPIN/YTHDF3/RNF185/IRAK2/HSPA1A/MMP8/TRIM41/IL6/MIB2/AXL/ULK1",62
"BP","GO:0046632","alpha-beta T cell differentiation","45/4439","125/18842",0.36,1.52807389051588,3.28851364746988,0.00114027066394483,0.0122798379194059,0.0122798379194059,"SOCS3/CD80/TNFSF8/ZC3H12A/SMAD7/SOCS5/NFKBID/IL23A/KMT2A/BRD2/PSMB2/NLRP3/GPR183/RUNX1/MTOR/CD69/JAK3/NFKBIZ/HLA-DRA/IL27/PRDM1/ATP7A/MYB/PSMA7/IL12RB1/CTSL/SOCS1/IL10/RHOA/PTGER4/RC3H1/ZFPM1/TNFSF18/RARA/LILRB4/PSMA1/PSMB4/PSMA6/PNP/NKAP/LGALS1/ZBTB16/IL6/ATF2/KLHL25",45
"BP","GO:0050868","negative regulation of T cell activation","45/4439","125/18842",0.36,1.52807389051588,3.28851364746988,0.00114027066394483,0.0122798379194059,0.0122798379194059,"CD80/TNFRSF14/ZC3H12A/CEBPB/ZC3H8/SMAD7/SOCS5/PAG1/HAVCR2/IRF1/PDCD1/TNFRSF21/PSMB2/CBL/HLA-E/HFE/TMEM131L/RUNX1/LGALS9/PRKAR1A/CD69/JAK3/RIPOR2/LGALS3/CDKN2A/PRNP/SDC4/PSMA7/LILRB2/IL4I1/SOCS1/TNFAIP8L2/LAPTM5/IL10/LAX1/DUSP3/RC3H1/TNFSF18/CRTAM/LILRB4/PSMA1/PSMB4/PSMA6/LGALS1/IFNB1",45
"BP","GO:1902622","regulation of neutrophil migration","19/4439","41/18842",0.463414634146341,1.96703278589443,3.44120637739199,0.00114371571365658,0.0122944211998185,0.0122944211998185,"ADAM8/RTN4/C5AR2/IL23A/FUT4/CD74/CCR7/C3AR1/EDN1/MOSPD2/RIPOR2/RAC1/RAC2/CXCL8/C5AR1/TNFAIP6/MPP1/FUT7/DNM1L",19
"BP","GO:0002886","regulation of myeloid leukocyte mediated immunity","21/4439","47/18842",0.446808510638298,1.89654560879631,3.41639610966659,0.00115176378061855,0.0123134018727946,0.0123134018727946,"CD84/SPI1/SYK/CD177/DDX1/HLA-E/ADORA3/DDX21/SNX4/DNASE1/LGALS9/FCGR2B/CCR2/RAC2/STX4/TICAM1/STXBP2/STXBP1/F2RL1/LYN/GAB2",21
"BP","GO:0014015","positive regulation of gliogenesis","21/4439","47/18842",0.446808510638298,1.89654560879631,3.41639610966659,0.00115176378061855,0.0123134018727946,0.0123134018727946,"TGFB1/HDAC2/EGR2/PRKCI/E2F1/DAG1/DICER1/HES1/CLCF1/SLC7A5/ID2/NOTCH1/BIN1/IL1B/BMP2/MYB/TNF/LYN/PPP1CC/MAG/IL6",21
