"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","36/2256","77/9382",0.467532467532468,1.944321635811,4.68142770094827,1.07274024722708e-05,0.000128470249924731,0.000128470249924731,"TGFB1/GADD45A/RELA/RALA/CASP9/VEGFA/ARAF/E2F1/RPS6KB2/RB1/CCND1/SMAD4/IKBKB/ARHGEF6/RALB/IKBKG/AKT2/SMAD2/BAX/GADD45G/POLK/MTOR/PLD2/CDKN1A/CDKN2A/RAC1/RALGDS/MAPK1/RAC2/AKT1/SMAD3/RAF1/CDK6/GADD45B/TP53/RPS6KB1",36
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","91/2256","253/9382",0.359683794466403,1.49581265943431,4.49818667750768,1.098036324143e-05,0.000128470249924731,0.000128470249924731,"MAP1LC3B/RELA/UBE2D3/NLRC4/MAP3K7/TAB3/BCL2/UBE2D2/ARHGEF2/WASF1/AKT1S1/CSF2/CGAS/IL1R1/RPS6KB2/MAPK11/MAPK13/IKBKB/HK3/IKBKG/AKT2/SQSTM1/SKP1/CCL5/HK1/ARPC5L/ACTB/NLRP3/MAP1LC3A/TLN2/BAX/CYTH2/RRAGD/H3-3B/ROCK2/ARF1/PLCD1/ELMO1/CYTH4/BCL10/MAP1LC3B2/FOXO3/MAPK14/ITPR2/CYCS/UBE2V2/IL1B/MTOR/ARPC1B/NFKBIB/MYL5/H3-3A/RAC1/MAPK1/U2AF1L4/PLCD3/TNF/ITPR1/ELMO2/ATM/FNBP1/PIK3C3/ARF6/CD14/AKT1/ACTN4/CXCL8/RHOA/ACTG1/VCL/SRC/SHARPIN/MAPK12/ACTN1/TLR4/CAPNS1/NFKBIA/UBA52/CYTH1/RIPK2/MYD88/FBXW11/WIPI1/PFN1/TP53/PRKCD/IFNB1/CRKL/TLR5/RPS6KB1/MYL9",91
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","82/2256","224/9382",0.366071428571429,1.52237683637285,4.45224245987185,1.40791647221962e-05,0.000159412477983576,0.000159412477983576,"TGFB1/ICAM1/RELA/EGR2/SLC2A1/CD40/KAT5/ADCY3/CSF2/ESPL1/PRKACB/BUB3/IL1R1/E2F1/ANAPC1/RB1/ANAPC7/PTEN/CCND1/SMAD4/IKBKB/IKBKG/NRAS/SPI1/AKT2/ETS2/TBPL1/MYC/HLA-B/SMAD2/TLN2/HLA-DPA1/BAX/HLA-E/ANAPC16/HLA-A/CREB1/ELK1/HLA-DMA/FOSL1/IL2RG/CHEK2/CCND2/FOS/HLA-C/HLA-DPB1/JAK3/HLA-DRA/CDKN1A/VDAC2/CDKN2A/HLA-F/MAPK1/CANX/MAP2K4/ANAPC2/XPO1/TNF/VAC14/CCNA1/ATM/IL1R2/POLB/AKT1/VDAC3/NFKB2/RELB/SMAD3/TRRAP/NFYB/EGR1/NFKBIA/PPP3CB/SRF/TP53/CDC26/CRTC2/ZFP36/CDC23/IL6/ATF4/ATF2",82
"Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","45/2256","105/9382",0.428571428571429,1.78229483282675,4.53557695017665,1.55000213455593e-05,0.000170015859134103,0.000170015859134103,"CXCL1/ICAM1/GADD45A/BCL2A1/RELA/MAP3K7/TAB3/BCL2/CD40/CXCL3/IL1R1/PARP1/TNFAIP3/CYLD/TRIM25/CCL4L2/IKBKB/IKBKG/TRAF1/SYK/CXCL2/GADD45G/PLAU/BCL10/IL1B/LTB/IRAK4/PTGS2/TNF/TICAM1/BIRC3/ATM/PIDD1/CD14/IRAK1/CXCL8/NFKB2/RELB/LYN/TLR4/NFKBIA/CCL4/CSNK2A1/MYD88/GADD45B",45
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","46/2256","109/9382",0.422018348623853,1.75504261825753,4.46113937521225,2.02564872270614e-05,0.00021545536414238,0.00021545536414238,"CD80/RELA/MAP3K7/CD40/CCL3/SPP1/MAPK11/MAPK13/CCL4L2/IKBKB/IKBKG/IRF7/AKT2/MAP2K7/IRF5/CCL5/STAT2/MAPK14/FOS/IL1B/TYK2/MAP3K8/IRAK4/CCL3L3/IKBKE/RAC1/MAPK1/MAP2K4/TLR2/TNF/TICAM1/CD14/AKT1/IRAK1/IRF9/CXCL8/TLR8/MAPK12/TLR4/NFKBIA/CCL4/MYD88/IFNB1/IL6/TLR5/MAP2K3",46
"Cellular Processes","Transport and catabolism","hsa04142","Lysosome biogenesis","89/2256","250/9382",0.356,1.48049290780142,4.33256653934197,2.15950067640264e-05,0.000222936687475684,0.000222936687475684,"CD63/ATP6AP1/LAMP1/LAPTM4A/GGA2/SLC38A9/GNPTG/CTSZ/CLTCL1/ATP6V1A/VPS33A/GUSB/IDS/GPR155/AKT1S1/NEU1/NPC2/AP4E1/ARL8A/VPS35/LAMP3/MCOLN1/SLC15A3/AP1G2/LITAF/TFE3/SNAPIN/VPS41/OSBPL1A/ATP6V0C/AP5B1/BLOC1S6/TFEB/DMXL1/IDUA/RRAGD/CLN8/PLEKHM1/BLOC1S5/MTOR/CTSA/VPS11/ATP6V1F/ATP6V0B/BORCS6/AP1G1/HEXA/CLCN7/OSBPL5/TTI1/SLC29A3/TELO2/CTSD/WDR7/CTSL/ARL8B/TCIRG1/GGA1/FIG4/LAPTM5/ATP6V0A2/SGSH/AP3M1/AP5M1/ENTPD4/TLR8/OSBPL2/SLC15A4/VPS16/MFSD8/GNPTAB/VPS18/SLC11A1/CLTB/ATP6V1H/TMEM175/ATP6V0D1/AP3S2/NCOA7/SLC11A2/STX17/AP5Z1/SPG11/MANBA/VPS13C/SLC2A6/CTSB/DNASE2/ABCA2",89
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","82/2256","227/9382",0.361233480176211,1.50225731871153,4.31003934537774,2.46999468060554e-05,0.000247705180826441,0.000247705180826441,"RELA/SOS2/CASP9/VEGFA/CCL2/CCL3/ADCY3/PRKACB/CGAS/IL1R1/E2F1/RPS6KB2/MAPK11/RB1/MAPK13/CCND1/ARHGEF1/CCL4L2/IKBKB/IKBKG/NRAS/AKT2/GNB2/MYC/CCL5/CCR5/CALM2/HLA-B/BAX/HLA-E/HLA-A/CREB1/ELK1/ROCK2/TAPBP/CTNNB1/GNAI3/MAPK14/ITPR2/CYCS/IL1B/MTOR/HLA-C/BID/GNA13/SP1/CDKN1A/CCL3L3/CDKN2A/RAC1/HLA-F/PTGS2/MAPK1/CALM3/RAC2/TNF/ITPR1/TAP2/SOS1/AKT1/CXCL8/RHOA/CCR1/SRC/PTGER4/RAF1/MAPK12/GNA12/NFKBIA/PPP3CB/CCL4/PTGER3/CDK6/TP53/IFNB1/IL6/CRKL/ATF4/ATF2/RPS6KB1/IL10RB/PTGER2",82
"Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","41/2256","95/9382",0.431578947368421,1.79480216498694,4.38080909332546,2.99503986149191e-05,0.000285785100315314,0.000285785100315314,"TGFB1/CXCL1/CD80/ATP6AP1/IL1A/CCL20/ICAM1/ATP6V1A/VEGFA/CCL2/CXCL3/CCL3/CSF2/IL23A/CXCL5/ATP6V0C/CCL5/HLA-DPA1/CXCL2/HLA-DMA/FOS/IL1B/LTB/HLA-DPB1/ATP6V1F/ATP6V0B/HLA-DRA/CSF1/CCL3L3/TLR2/TNF/CTSL/TCIRG1/ATP6V0A2/CXCL8/TLR4/ATP6V1H/ATP6V0D1/CXCL6/FLT1/IL6",41
"Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","35/2256","77/9382",0.454545454545455,1.89031270148291,4.41368108615739,3.01254949050331e-05,0.000285785100315314,0.000285785100315314,"TGFB1/HDAC2/GADD45A/RELA/SOS2/ARAF/SHC1/E2F1/RB1/CCND1/SMAD4/IKBKB/IKBKG/NRAS/AKT2/MYC/CBL/BAX/GADD45G/RUNX1/POLK/CDKN1A/CDKN2A/MAPK1/CDKN1B/SOS1/AKT1/SMAD3/RAF1/NFKBIA/GAB2/CDK6/GADD45B/TP53/CRKL",35
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","34/2256","75/9382",0.453333333333333,1.88527186761229,4.33085501191608,4.17157379676233e-05,0.000379313519576518,0.000379313519576518,"GADD45A/RRM2/BCL2/CASP9/PTEN/CCND1/APAF1/TNFRSF10A/ZNF385A/BAX/GADD45G/CYCS/CHEK2/CCND2/SESN3/BID/CDKN1A/CDKN2A/ADGRB1/SESN2/CD82/TP53I3/ATM/PIDD1/CDK1/BBC3/RCHY1/CDK6/SERPINE1/GADD45B/THBS1/TP53/TNFRSF10B/PMAIP1",34
"Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","35/2256","78/9382",0.448717948717949,1.86607792325877,4.32156078027074,4.21459466196132e-05,0.000379313519576518,0.000379313519576518,"TGFB1/IL1A/RELA/MAP3K7/MAPK11/MAPK13/IFNGR1/MARCKSL1/HLA-DPA1/CYBA/ELK1/HLA-DMA/MAPK14/FCGR1A/FOS/IL1B/HLA-DPB1/NFKBIB/HLA-DRA/IRAK4/PTPN6/PTGS2/MAPK1/TLR2/TNF/IFNGR2/IL10/IRAK1/EEF1A2/MAPK12/TLR4/NFKBIA/MYD88/FCGR2C/FCGR3B",35
"Genetic Information Processing","Translation","hsa03015","mRNA surveillance pathway","43/2256","103/9382",0.41747572815534,1.73615127728431,4.22674747201177,5.09105597113839e-05,0.000442343870745047,0.000442343870745047,"GSPT2/PPP2R2D/SMG1/CPSF3/PABPC4/UPF3B/ETF1/CSTF2/FUS/PAPOLA/NCBP1/DDX39B/CSTF1/NXT1/PPP2R3A/UPF1/PCF11/ALYREF/PPP1CB/PABPN1/CSTF3/NUDT21/PPP2CA/PPP2CB/NXF1/PABPN1L/PYM1/PABPC1/NCBP2/PPP2R5D/SSU72/PPP2R5A/CPSF2/TARDBP/DDX19B/RNPS1/CASC3/DAZAP1/GLE1/GSPT1/PPP1CC/PAPOLG/RNMT",43
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","74/2256","204/9382",0.362745098039216,1.50854366569323,4.13181162172804,5.16697968676551e-05,0.000442343870745047,0.000442343870745047,"TGFB1/CD63/VAV3/IGF1R/SOS2/VEGFA/ARAF/FGFR1/EZR/MET/PRKACB/RPS6KB2/MAPK11/MAPK13/PAK1/CCND1/FZD2/ARHGEF1/NRAS/AKT2/WNT5A/MYC/HGF/CBL/SMAD2/ACTB/PPP1CB/ELK1/VTN/ROCK2/PLAU/CTNNB1/MAPK14/ITPR2/MTOR/FZD7/CDKN1A/HBEGF/TWIST2/PTPN6/VAV2/RAC1/MAPK1/PPP1R12C/SDC4/TLR2/TNF/ITPR1/CTSL/RRAS2/DDX5/SDC2/SOS1/FLNA/PPP1R12A/AKT1/MMP9/RHOA/ACTG1/SRC/HIF1A/PLAUR/RAF1/MAPK12/TLR4/FZD4/PPP1CC/RDX/GAB1/THBS1/TP53/RPS6KB1/VAV1/WNT5B",74
"Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","74/2256","205/9382",0.360975609756098,1.50118491610448,4.0822139558253,6.21605024045495e-05,0.000519484198666592,0.000519484198666592,"HDAC2/RELA/DDX3X/EGR2/GTF2A1/PKM/YWHAQ/PRKACB/SKP2/RB1/GTF2E1/HDAC6/CCND1/HNRNPK/YWHAH/HDAC4/IKBKG/IRF7/HDAC8/NRAS/TRAF1/MAPKAPK2/REL/TBPL1/SYK/CCR5/HLA-B/GTF2H3/BAX/HLA-E/DNAJA3/HLA-A/CREB1/GTF2H2C/CCND2/MRPS18B/GTF2E2/H2BC21/HLA-C/JAK3/CDKN1A/GTF2H1/EGR3/YWHAZ/CDKN2A/H2BC18/RAC1/HLA-F/MAPK1/CDKN1B/VAC14/CCNA1/RBPJ/POLB/CDK1/IRF9/ACTN4/VDAC3/RHOA/NFKB2/SRC/RBL2/LYN/ACTN1/NFKBIA/ATP6V0D1/H2BC4/CDK6/H2BC12/SRF/TP53/ATF4/ATF2/PMAIP1",74
"Cellular Processes","Transport and catabolism","hsa04137","Mitophagy - animal","43/2256","105/9382",0.40952380952381,1.70308172914556,4.07631643594043,8.72618736346679e-05,0.000712300410366708,0.000712300410366707,"MAP1LC3B/RELA/HUWE1/TOMM40L/E2F1/TFE3/NRAS/SQSTM1/SAMM50/RHOT2/MAP1LC3A/TFEB/BCL2L13/PGAM5/GABARAPL1/MAP1LC3B2/FOXO3/SMURF1/ARIH1/SP1/RHOT1/RAB5B/RRAS2/RAB5C/RAB5A/EIF2S1/NLRX1/SMURF2/RABGEF1/NBR1/SRC/HIF1A/MON1A/MFN2/TOMM40/UBA52/CSNK2A1/MTX1/VCP/TP53/CITED2/ATF4/ULK1",43
"Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","55/2256","144/9382",0.381944444444444,1.58838775610717,4.00338263026434,9.73157256740746e-05,0.00077631408435455,0.00077631408435455,"CXCL1/RELA/MAP3K7/TAB3/PPARA/CXCL3/ADH5/ACADM/MAPK11/MAPK13/CCND1/MLYCD/IKBKB/IKBKG/ADIPOR2/AKT2/C2/MAP2K7/PRKAA1/TCF7L1/ALDH3A2/C1QC/C3AR1/CXCL2/ADIPOR1/CTNNB1/FOXO3/MAPK14/ALDH9A1/IL1B/IRAK4/IKBKE/MAP2K4/ACADVL/TNF/FASN/TICAM1/CD14/AKT1/C1QA/IRAK1/CXCL8/C5AR1/ALDH1B1/MAPK12/TLR4/ACOX1/NFKBIA/ALDH2/MYD88/LPIN1/SREBF1/IFNB1/IL6/MAP2K3",55
"Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","53/2256","138/9382",0.384057971014493,1.5971772535718,3.97634482112215,0.000109391979341328,0.000839896644036892,0.000839896644036893,"RELA/NLRC4/VAV3/MAP3K7/CCL2/MAPK11/RPS6KA1/MAPK13/ARHGEF1/IKBKB/IKBKG/AKT2/RHOG/MAP2K7/ARPC5L/ACTB/NLRP3/ROCK2/ELMO1/MAPK14/FOS/IL1B/ARPC1B/MEFV/IRAK4/VAV2/RAC1/MAPK1/MAP2K4/RAC2/TNF/ELMO2/LCP2/TICAM1/ARF6/IL10/AKT1/IRAK1/CXCL8/RHOA/ACTG1/SRC/MAPK12/TLR4/NFKBIA/MYD88/IFNB1/IL6/CRKL/RPS6KA3/GIT2/MAP2K3/VAV1",53
"Human Diseases","Infectious disease: bacterial","hsa05133","Pertussis","34/2256","78/9382",0.435897435897436,1.81276141116567,4.05552173064869,0.000110071924859536,0.000839896644036892,0.000839896644036893,"IL1A/RELA/MAPK11/IL23A/MAPK13/CXCL5/IRF1/CFL1/C2/SERPING1/CALM2/C1QC/NLRP3/GNAI3/MAPK14/FOS/IL1B/CFL2/IRAK4/MAPK1/CALM3/TNF/TICAM1/CD14/IL10/C1QA/IRAK1/CXCL8/RHOA/MAPK12/TLR4/CXCL6/MYD88/IL6",34
"Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","42/2256","103/9382",0.407766990291262,1.69577566618467,3.99492350129765,0.000117809580258475,0.000879811971717547,0.000879811971717547,"TGFB1/RELA/PPP2R2D/CCL2/CCL3/MAPK11/MAPK13/IFNGR1/IKBKB/IKBKG/AKT2/ACE/CCL5/SMAD2/C1QC/PPP2CA/GNA15/GNAI3/MAPK14/PPP2CB/FOS/IL1B/IRAK4/CCL3L3/MAPK1/MAP2K4/TLR2/TNF/TICAM1/IFNGR2/IL10/AKT1/C1QA/IRAK1/CXCL8/MAPK12/TLR4/NFKBIA/MYD88/SERPINE1/IFNB1/IL6",42
"Cellular Processes","Transport and catabolism","hsa04145","Phagosome","58/2256","155/9382",0.374193548387097,1.556154198124,3.92827619540628,0.000123376378548663,0.000902189768137095,0.000902189768137095,"ATP6AP1/LAMP1/EEA1/OLR1/ATP6V1A/FCAR/TUBB2A/TUBB6/HGS/STX7/ATP6V0C/HLA-B/ACTB/HLA-DPA1/RILP/HLA-E/CYBA/HLA-A/CLEC7A/HLA-DMA/MSR1/FCGR1A/FCGR2B/HLA-C/DYNC1H1/HLA-DPB1/ATP6V1F/ATP6V0B/HLA-DRA/TUBA4A/TUBB4B/RAC1/HLA-F/CANX/TLR2/DYNC1LI1/RAB5B/TAP2/CTSL/TUBA1C/TCIRG1/RAB5C/RAB5A/TFRC/PIK3C3/CD14/ATP6V0A2/ACTG1/SEC61A1/TLR4/ATP6V1H/ATP6V0D1/COLEC12/DYNC1I2/MRC2/FCGR2C/FCGR3B/THBS1",58
"Human Diseases","Infectious disease: bacterial","hsa05120","Epithelial cell signaling in Helicobacter pylori infection","31/2256","71/9382",0.436619718309859,1.81576515832584,3.88210582674236,0.000210310308744853,0.00150245760658892,0.00150245760658892,"CXCL1/ATP6AP1/RELA/ATP6V1A/CXCL3/MET/MAPK11/MAPK13/PAK1/CXCR1/IKBKB/IKBKG/ATP6V0C/CCL5/CXCL2/ADAM17/MAPK14/ATP6V1F/ATP6V0B/HBEGF/RAC1/MAP2K4/TCIRG1/ATP6V0A2/CXCL8/SRC/MAPK12/LYN/NFKBIA/ATP6V1H/ATP6V0D1",31
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","40/2256","99/9382",0.404040404040404,1.6802779568737,3.82852094525282,0.000214025300083891,0.00150245760658892,0.00150245760658892,"IGF1R/BCL2/SOS2/ARAF/SHC1/ADCY3/PRKACB/E2F1/RPS6KB2/MAPK11/RB1/MAPK13/CCND1/NRAS/AKT2/NCOR1/NOTCH4/NOTCH1/BAX/JAG1/MAPK14/FOS/MTOR/SP1/CDKN1A/CYP2D7/HBEGF/CDKN2A/MAPK1/CDKN1B/SOS1/AKT1/MMP9/SRC/DLL1/RAF1/MAPK12/JAG2/TP53/RPS6KB1",40
"Cellular Processes","Cell growth and death","hsa04216","Ferroptosis","21/2256","42/9382",0.5,2.07934397163121,3.94441211422556,0.000228964298499136,0.00153900411719431,0.00153900411719431,"MAP1LC3B/FTH1/SLC40A1/NCOA4/SLC3A2/ACSL1/MAP1LC3A/MAP1LC3B2/SLC39A8/VDAC2/FTL/PRNP/SAT1/TFRC/SAT2/VDAC3/SLC7A11/SLC11A2/CP/TP53/GPX4",21
"Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","63/2256","175/9382",0.36,1.49712765957447,3.73507293579182,0.000231752142626922,0.00153900411719431,0.00153900411719431,"MAN1C1/SELENOS/UBE2D3/CKAP4/XBP1/BCL2/UBE2D2/OS9/UBQLN4/PRKCSH/DERL1/UBXN1/DNAJB11/NSFL1C/HSP90B1/PPP1R15A/SKP1/MAP2K7/EDEM3/HSPH1/ATF6/DNAJB2/BAX/EDEM1/STT3A/HSPA1B/DNAJB12/SAR1A/STUB1/UBE4B/SSR4/UFD1/RAD23A/HSPA1L/CANX/SEL1L/HYOU1/SEC31B/NGLY1/EIF2S1/MBTPS2/OSTC/PREB/NFE2L2/SEC61A1/HSP90AA1/PDIA4/SEC24D/RNF185/DDIT3/UGGT1/HSPA8/ERLEC1/UBE2G2/SSR3/SEC23A/UBE2J1/HSPA1A/VCP/ERN1/SSR1/MARCHF6/ATF4",63
"Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","38/2256","93/9382",0.408602150537634,1.69924883703195,3.81293983221233,0.000232385237069226,0.00153900411719431,0.00153900411719431,"MAP3K7/IGF1R/WASF1/FGFR1/MET/SMAD4/SNAI1/NLK/TCF7L1/ACTB/NECTIN4/ROCK2/CTNNB1/SMURF1/MYL5/AFDN/PTPN1/PTPN6/RAC1/MAPK1/HEG1/RAC2/CTNND1/PDCD10/SMURF2/ACTN4/RHOA/ACTG1/VCL/SRC/NECTIN2/SMAD3/FER/ACTN1/FARP2/CSNK2A1/PTPRM/MYL9",38
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","43/2256","109/9382",0.394495412844037,1.64058331706682,3.78486113203236,0.000237626569308658,0.00154457270050627,0.00154457270050627,"TGFB1/RXRB/RELA/IL4R/IL1R1/MAPK11/IL23A/MAPK13/IFNGR1/SMAD4/IKBKB/IKBKG/SMAD2/IL27RA/HLA-DPA1/RUNX1/HLA-DMA/IL2RG/EBI3/MAPK14/FOS/IL1B/TYK2/MTOR/HLA-DPB1/NFKBIB/JAK3/HLA-DRA/IL27/MAPK1/AHR/IL12RB1/IFNGR2/HIF1A/SMAD3/HSP90AA1/IL1RAP/MAPK12/RARA/NFKBIE/NFKBIA/PPP3CB/IL6",43
"Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","53/2256","142/9382",0.373239436619718,1.55218634502048,3.73048292079672,0.000255561831483107,0.00163094914273764,0.00163094914273764,"BMPR2/IL1A/ICAM1/RELA/MAP3K7/BCL2/VEGFA/ARHGEF2/CCL2/PDGFB/IL1R1/MAPK11/MAPK13/IKBKB/IKBKG/HSP90B1/AKT2/SQSTM1/MAP2K7/PRKAA1/CALM2/SUMO3/ACTB/SUMO1/EDN1/CYBA/MEF2C/CTNNB1/MAPK14/FOS/IL1B/RAC1/SDC4/MAP2K4/CALM3/RAC2/TNF/CTSL/SDC2/IL1R2/ACVR2A/AKT1/MAPK7/MMP9/RHOA/ACTG1/SRC/NFE2L2/HSP90AA1/MAPK12/PDGFA/THBD/TP53",53
"Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","33/2256","78/9382",0.423076923076923,1.75944489907256,3.78948268102664,0.000273572304211107,0.00171471212103748,0.00171471212103748,"MTREX/BTG3/DDX6/CNOT10/DCP1A/PFKP/PABPC4/HSPA9/EDC4/DIS3L/NUDT16/DCPS/LSM6/EXOSC3/DCP1B/EDC3/CNOT1/EXOSC5/CNOT8/CNOT3/PABPC1/BTG1/EXOSC8/CNOT6/TENT4A/PFKL/DCP2/PARN/ZCCHC7/TOB2/ENO1/CNOT4/BTG2",33
"Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","19/2256","37/9382",0.513513513513513,2.13554245735097,3.89390895337378,0.000291173491618463,0.00179301571154527,0.00179301571154527,"RXRB/GADD45A/CCND1/NRAS/NCOA4/MYC/TCF7L1/BAX/GADD45G/CTNNB1/POLK/CDKN1A/MAPK1/PPARG/TPM3/GADD45B/TP53/TPR/TFG",19
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","61/2256","170/9382",0.358823529411765,1.49223508552357,3.64410824459947,0.000319849877065598,0.00193564322155215,0.00193564322155215,"TGFB1/DVL1/GADD45A/IGF1R/SOS2/ARAF/MET/SHC1/CSNK1A1/E2F1/RPS6KB2/RB1/PTEN/CCND1/FZD2/SMAD4/BRD7/NRAS/AKT2/FRAT1/ARID1A/WNT5A/MYC/HGF/SMAD2/TCF7L1/ACTB/BAX/PBRM1/ELK1/GADD45G/CTNNB1/POLK/SMARCA4/APC/MTOR/FZD7/ARID1B/DVL3/CDKN1A/CDKN2A/SMARCC2/MAPK1/SMARCA2/SOS1/AKT1/ACTG1/ACTL6A/NFE2L2/SMAD3/RAF1/FZD4/SMARCD2/CDK6/FRAT2/GADD45B/GAB1/TP53/RPS6KB1/SMARCD1/WNT5B",61
"Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagosome formation","39/2256","98/9382",0.397959183673469,1.65498805905341,3.66733059081503,0.000368974689420269,0.00219508671163584,0.00219508671163584,"INPP5D/VAV3/WASF1/RPS6KB2/PAK1/VASP/LIMK2/CFL1/AKT2/MARCKSL1/PLA2G6/SYK/ARPC5L/BIN1/ASAP1/FCGR1A/FCGR2B/CFL2/ARPC1B/PLD2/SPHK1/PLPP3/VAV2/RAC1/MAPK1/DNM2/RAC2/ARF6/AKT1/INPPL1/RAF1/LYN/GAB2/FCGR3B/PRKCD/CRKL/RPS6KB1/VAV1/MARCKS",39
"Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","52/2256","142/9382",0.366197183098592,1.52289981020877,3.53262776028865,0.000495034401833354,0.0028503331406992,0.0028503331406992,"SOCS3/CUL4B/UBE2D3/PPIL2/UBE2D2/MGRN1/TRIM37/HUWE1/SKP2/ANAPC1/UBE4A/ANAPC7/UBA7/UBA3/PML/FBXO4/SKP1/CBL/ANAPC16/BIRC6/SMURF1/NEDD4L/STUB1/UBE4B/PIAS1/CUL2/UBE2H/FBXW7/ANAPC2/DET1/KLHL13/ELOC/HERC4/SOCS1/BRCA1/BIRC3/UBE2O/FZR1/SMURF2/UBE2R2/CUL4A/RCHY1/UBA52/UBE2G2/FBXW11/UBE2J1/ERCC8/UBE2S/CDC26/HERC2/CDC23/UBE2M",52
"Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","69/2256","200/9382",0.345,1.43474734042553,3.49666876526821,0.000495357041546015,0.0028503331406992,0.0028503331406992,"RELA/MAP3K7/TAB3/CASP9/ARHGEF2/TMED10/WASF1/EZR/IL1R1/MAPK11/TUBB2A/MAPK13/PAK1/TUBB6/ARHGEF1/IKBKB/GAPDH/LPAR1/IKBKG/TNFRSF10A/MYO1G/NCK1/ARPC5L/ACTB/NLRP3/BAX/TMBIM6/CYTH2/ROCK2/ARF1/CYTH4/MAPK14/CYCS/FOS/IL1B/ARPC1B/NFKBIB/GNA13/IRAK4/TUBA4A/PTPN6/TUBB4B/CLDN5/RAC1/MAPK1/TNF/PAK2/MYO1C/TUBA1C/ARF6/IRAK1/CXCL8/RHOA/ACTG1/SRC/MYH10/MAPK12/GNA12/TLR4/SEC24D/NFKBIA/CYTH1/MYD88/RAB1A/LPAR2/IL6/TLR5/TNFRSF10B/TNFSF10",69
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","37/2256","93/9382",0.397849462365591,1.65453176237322,3.56910172177652,0.000519302642127378,0.00293992302236629,0.00293992302236629,"RXRB/GADD45A/RELA/BCL2/CASP9/SKP2/E2F1/RB1/PTEN/ITGA3/CCND1/LAMB2/IKBKB/IKBKG/APAF1/AKT2/TRAF1/MAX/MYC/BAX/GADD45G/CYCS/POLK/TRAF4/CDKN1A/PTGS2/CDKN1B/BIRC3/ZBTB17/AKT1/LAMA2/NFKBIA/CDK6/LAMB1/LAMB3/GADD45B/TP53",37
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","61/2256","173/9382",0.352601156069364,1.46635817652605,3.48343424694868,0.000542613837935747,0.00302313423992773,0.00302313423992773,"SOCS3/IL1A/ICAM1/RELA/CASP9/CCL2/IFNGR1/TRIM25/IKBKB/PML/IKBKG/APAF1/IRF7/TNFRSF10A/AKT2/CCL5/NXT1/NUP98/ACTB/NLRP3/HLA-DPA1/BAX/PABPN1/STAT2/HLA-DMA/CYCS/RNASEL/NXF1/IL1B/TYK2/PABPN1L/BID/HLA-DPB1/NFKBIB/MX2/HLA-DRA/IRAK4/IKBKE/MAPK1/XPO1/TNF/TICAM1/IFNGR2/KPNA2/EIF2S1/NLRX1/AKT1/IRF9/CXCL8/ACTG1/RAB11B/RAF1/TLR4/HNRNPUL1/NFKBIA/CDK6/MYD88/IFNB1/IL6/TNFRSF10B/TNFSF10",61
