"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","62/2256","203/9382",0.305418719211823,1.27014114523285,2.1893352889887,0.019446416021188,0.0661693478486936,0.0661693478486936,"VAV3/IGF1R/BCL2/SOS2/VEGFA/SPP1/TNXB/MET/SHC1/PDGFB/PTEN/PAK1/ITGA3/CCND1/VASP/LAMB2/ITGB8/AKT2/HGF/VEGFB/ACTB/TLN2/PPP1CB/ELK1/VTN/ROCK2/ITGA7/CTNNB1/CCND2/MYL5/VAV2/RAC1/MAPK1/PPP1R12C/RAC2/EMP1/PAK2/BIRC3/SOS1/RAPGEF1/FLNA/PPP1R12A/AKT1/ACTN4/RHOA/ACTG1/VCL/SRC/RAF1/ZYX/PDGFA/ACTN1/LAMA2/PPP1CC/FLT1/ITGB7/LAMB1/LAMB3/THBS1/CRKL/VAV1/MYL9",62
"Genetic Information Processing","Replication and repair","hsa03450","Non-homologous end-joining","7/2256","13/9382",0.538461538461538,2.23929350791053,2.51576712671737,0.0196057326959092,0.0661693478486936,0.0661693478486936,"XRCC5/POLM/MRE11/NHEJ1/PRKDC/DCLRE1C/RAD50",7
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","38/2256","116/9382",0.327586206896552,1.36232880899976,2.20931133000631,0.0202985588479912,0.0678551824347134,0.0678551824347134,"SUCLG1/PSPH/SUCLA2/ADH5/GOT2/PKM/PFKP/PGP/SDSL/GPT/DLAT/SDS/GAPDH/HIBCH/HK3/PDHB/GLYCTK/HK1/RPE/DLST/PCCA/MCEE/PGK1/IDH3A/ME2/PFKL/IDH3G/IDH3B/GOT1/G6PD/CS/ACOX1/IDH1/MMUT/SDHD/GPI/ACSS1/ENO1",38
"Organismal Systems","Excretory system","hsa04962","Vasopressin-regulated water reabsorption","17/2256","44/9382",0.386363636363636,1.60676579626048,2.26982147944466,0.0219046755833473,0.0725334068844801,0.0725334068844801,"AVPR2/ADCY3/PRKACB/CREB1/DYNC1H1/ARHGDIA/DYNC1LI1/RAB5B/STX4/RAB5C/RAB5A/DCTN6/NSF/VAMP2/RAB11B/DYNC1I2/DYNLL1",17
"Genetic Information Processing","Replication and repair","hsa03460","Fanconi anemia pathway","20/2256","54/9382",0.37037037037037,1.54025479380089,2.24012600147316,0.0222036539369727,0.0728362853446486,0.0728362853446486,"PMS2/RPA2/TOP3A/RMI1/PALB2/HES1/FANCI/FANCF/FANCE/USP1/POLK/TELO2/BRCA1/RPA1/FANCM/POLI/EME2/ATRIP/ERCC4/POLH",20
"Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","36/2256","110/9382",0.327272727272727,1.3610251450677,2.14298084388619,0.0237695995731898,0.0767685841467876,0.0767685841467876,"RELA/PFKFB3/SLC2A1/IGF1R/BCL2/VEGFA/PFKP/RPS6KB2/IFNGR1/GAPDH/HK3/AKT2/PDHB/HK1/TIMP1/EDN1/PGK1/EGLN2/EIF4E/MTOR/CDKN1A/CUL2/MAPK1/PFKL/CDKN1B/ELOC/IFNGR2/TFRC/AKT1/HIF1A/TLR4/FLT1/SERPINE1/ENO1/IL6/RPS6KB1",36
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","62/2256","205/9382",0.302439024390244,1.25774952430375,2.09940217953561,0.0238398167293443,0.0767685841467876,0.0767685841467876,"TGFB1/MT-CYB/RELA/SLC2A1/PPARA/NDUFS2/ATP2A2/MAPK11/ATP5F1A/PARP1/UQCRC2/MAPK13/PTEN/GAPDH/AKT2/PDHB/MT-CO3/ACE/SMAD2/NDUFB5/UQCR11/PPP1CB/CYBA/TBC1D4/MAPK14/MT-ND2/ATP5F1D/MTOR/NDUFS7/NDUFA8/UQCRFS1/SP1/VDAC2/ATP2A3/RAC1/GSR/MT-ND5/RAC2/CTSD/PPIF/NDUFA11/MT-CO1/NDUFS1/G6PD/MT-ND6/NDUFB1/MT-ND4/AKT1/MMP9/VDAC3/SMAD3/MT-ATP8/MAPK12/MT-ND1/PPP1CC/MT-CO2/SDHD/MT-ND3/MT-ATP6/ATP2A1/PRKCD/NDUFV3",62
"Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","47/2256","150/9382",0.313333333333333,1.30305555555556,2.10518946529952,0.0245872116177496,0.0777878034628138,0.0777878034628138,"TGFB1/RXRB/DVL1/GADD45A/BCL2/SOS2/ARAF/MET/SHC1/CSNK1A1/E2F1/RPS6KB2/RB1/CCND1/FZD2/SMAD4/NRAS/AKT2/FRAT1/WNT5A/MYC/HGF/SMAD2/TCF7L1/BAX/GADD45G/CTNNB1/FGF9/POLK/APC/MTOR/FZD7/DVL3/CDKN1A/MAPK1/CDKN1B/SOS1/AKT1/SMAD3/RAF1/FZD4/FRAT2/GADD45B/GAB1/TP53/RPS6KB1/WNT5B",47
"Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","28/2256","82/9382",0.341463414634146,1.42003978550424,2.14944871052462,0.024731592364481,0.0777878034628138,0.0777878034628138,"RFX5/CD74/HLA-B/KLRD1/HLA-DPA1/NFYA/HLA-E/HLA-A/CREB1/HLA-DMA/HSPA1B/TAPBP/HLA-C/HLA-DPB1/HLA-DRA/HLA-F/HSPA1L/CANX/TNF/TAP2/CTSL/RFXAP/NFYB/HSP90AA1/PSME1/HSPA8/HSPA1A/CTSB",28
"Metabolism","Glycan biosynthesis and metabolism","hsa00520","Amino sugar and nucleotide sugar metabolism","15/2256","38/9382",0.394736842105263,1.64158734602464,2.22973052745433,0.0248211794525218,0.0777878034628138,0.0777878034628138,"HK3/PGM2/HK1/GNE/UGP2/HEXA/UAP1/GALK2/AMDHD2/CHIT1/FPGT/GPI/RENBP/UGDH/PGM3",15
"Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","25/2256","72/9382",0.347222222222222,1.44398886918834,2.12781907007082,0.0265913634657584,0.0825979520042585,0.0825979520042585,"RELA/DDX3X/MAP3K7/RNF125/ZNFX1/MAPK11/CYLD/MAPK13/TRIM25/IKBKB/IKBKG/IRF7/OTUD5/SIKE1/MAPK14/NFKBIB/IKBKE/TNF/NLRX1/CXCL8/MAPK12/NFKBIA/CASP10/PIN1/IFNB1",25
"Metabolism","Carbohydrate metabolism","hsa00640","Propanoate metabolism","13/2256","32/9382",0.40625,1.68946697695035,2.1981324631032,0.0278001304680063,0.0854120682768878,0.0854120682768877,"SUCLG1/SUCLA2/MLYCD/HIBCH/PCCA/MCEE/ABAT/EHHADH/DBT/ACOX1/MMUT/ECHDC1/ACSS1",13
"Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","39/2256","122/9382",0.319672131147541,1.32941663760028,2.06058796324086,0.0279840109739091,0.0854120682768878,0.0854120682768877,"RXRB/HDAC2/SLC2A1/CASP9/PFKP/PRKACB/ATP2A2/CCND1/NRAS/AKT2/MED13L/MYC/NCOR1/NOTCH4/ACTB/NOTCH1/THRA/PLCD1/CTNNB1/TBC1D4/MTOR/MED30/ATP2A3/MAPK1/PFKL/PLCD3/ATP1A1/FXYD2/AKT1/THRB/ACTG1/SRC/HIF1A/RAF1/ATP1B1/ATP2A1/RCAN1/TP53/ATP1B3",39
"Organismal Systems","Aging","hsa04211","Longevity regulating pathway","30/2256","90/9382",0.333333333333333,1.3862293144208,2.07149120623566,0.0287629422359918,0.0870326959037338,0.0870326959037338,"RELA/IGF1R/AKT1S1/ADCY3/PRKACB/RPS6KB2/ADIPOR2/NRAS/AKT2/PRKAA1/BAX/CREB1/ADIPOR1/FOXO3/EHMT2/EIF4E/SESN3/MTOR/APPL1/SESN2/ATG101/AKT1/KL/SOD2/PPARG/TP53/ATF4/ATF2/RPS6KB1/ULK1",30
"Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","23/2256","66/9382",0.348484848484849,1.44923973780357,2.06066122698042,0.0311965070449538,0.0935895211348613,0.0935895211348612,"TGFB1/IL1A/RELA/IL4R/IL23A/IFNGR1/SMAD2/MAF/HLA-DPA1/HLA-DMA/IL2RG/IL1B/HLA-DPB1/HLA-DRA/TLR2/IL12RB1/TNF/IFNGR2/IL10/SMAD3/TLR4/IL6/TLR5",23
"Metabolism","Metabolism of terpenoids and polyketides","hsa00900","Terpenoid backbone biosynthesis","10/2256","23/9382",0.434782608695652,1.80812519272279,2.1832277700186,0.0315705560120722,0.0939090267816724,0.0939090267816724,"PDSS1/FNTA/ICMT/FNTB/MVD/HMGCS1/ZMPSTE24/GGPS1/PCYOX1/IDI1",10
"Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","48/2256","156/9382",0.307692307692308,1.27959629023459,1.98133625041382,0.0320104092113761,0.0942675463369254,0.0942675463369254,"SOCS3/RELA/PPP2R2D/PPARA/SOS2/CASP9/ARAF/CD81/YWHAQ/E2F1/RB1/CCND1/YWHAH/IKBKB/IKBKG/APAF1/IRF7/NRAS/AKT2/MYC/BAX/STAT2/PPP2CA/CTNNB1/PPP2CB/CYCS/RNASEL/TYK2/BID/MX2/CDKN1A/PIAS1/YWHAZ/IKBKE/CLDN5/MAPK1/TNF/TICAM1/SOS1/EIF2S1/AKT1/IRF9/RAF1/NFKBIA/CDK6/LDLR/TP53/IFNB1",48
"Metabolism","Glycan biosynthesis and metabolism","hsa00541","Biosynthesis of various nucleotide sugars","9/2256","20/9382",0.45,1.87140957446808,2.19494788628008,0.032228220969889,0.0942675463369254,0.0942675463369254,"TGDS/CYB5R2/GNE/UGP2/CYB5RL/UAP1/CYB5R3/UGDH/NANP",9
"Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","67/2256","227/9382",0.295154185022026,1.22745415065454,1.9518607336683,0.0325483511630012,0.0944171178364744,0.0944171178364744,"MT-CYB/RELA/SOS2/VEGFA/ARAF/MET/NDUFS2/MAPK11/ATP5F1A/UQCRC2/MAPK13/PTEN/IKBKB/IKBKG/NRAS/AKT2/MT-CO3/MAP2K7/HGF/NDUFB5/UQCR11/CYBA/FOXO3/MAPK14/MT-ND2/FOS/ATP5F1D/NDUFS7/NDUFA8/PLD2/UQCRFS1/PTPN1/VDAC2/PRKD3/RAC1/MT-ND5/MAPK1/MAP2K4/AHR/PPIF/NDUFA11/MT-CO1/NDUFS1/SOS1/MT-ND6/NDUFB1/MT-ND4/AKT1/VDAC3/SRC/SLC26A6/NFE2L2/HIF1A/SOD2/MT-ATP8/CBR1/RAF1/MAPK12/MT-ND1/NFKBIA/MT-CO2/SDHD/MT-ND3/MT-ATP6/PRKCD/NDUFV3/PRKD2",67
"Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","46/2256","149/9382",0.308724832214765,1.28389023751725,1.96536574001079,0.033320358747789,0.0958643108235568,0.0958643108235568,"RALA/AVPR2/SOS2/SHC1/ADCY3/LPAR3/PDGFB/CXCR1/LPAR6/PIK3R6/RALB/LPAR1/NRAS/AKT2/SYK/CYTH2/ARF1/DNM1/CYTH4/DGKD/MTOR/PLD2/GNA13/SPHK1/PLPP3/RALGDS/MAPK1/DNM2/GRM2/RRAS2/SOS1/ARF6/AKT1/AGPAT5/CXCL8/RHOA/DGKA/PIK3R5/RAF1/PDGFA/GNA12/FCER1G/GAB2/CYTH1/GAB1/LPAR2",46
"Metabolism","Amino acid metabolism","hsa00310","Lysine degradation","22/2256","63/9382",0.349206349206349,1.45224023415513,2.02640394750973,0.0338053146603504,0.0964688247624634,0.0964688247624634,"PLOD2/SETDB2/DOT1L/SETD2/KMT2A/KMT2B/SETD1A/DLST/SUV39H2/ALDH3A2/EZH2/EHMT2/ALDH9A1/TMLHE/SETDB1/EHHADH/NSD3/GCDH/DHTKD1/ALDH1B1/ALDH2/NSD1",22
"Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","47/2256","154/9382",0.305194805194805,1.26920995670996,1.89526041687565,0.0384123897009532,0.108731845040601,0.108731845040601,"DHRS3/EARS2/DHODH/NFS1/AK2/GUSB/ALPL/NADSYN1/COQ5/LIPT2/CPOX/ALAD/AK6/PNPO/EPRS1/HMBS/ALDH3A2/MAT2B/GCH1/GGCX/UGP2/RFK/MTHFD2/FLAD1/CAD/FPGS/FECH/RDH11/CMPK2/VKORC1L1/NME6/LIAS/COASY/NMNAT1/PTS/MTHFD2L/PPCS/ALDH1B1/NAPRT/PDXK/PPCDC/PANK2/ALDH2/UGDH/AFMID/COX15/COX10",47
"Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","24/2256","71/9382",0.338028169014085,1.40575367096194,1.93092175387354,0.0401482439706762,0.112736269069659,0.112736269069659,"SOCS3/RELA/SOS2/SHC1/SOCS5/MAPK11/MAPK13/CCND1/IRF1/NRAS/AKT2/SOCS4/FOXO3/MAPK14/CCND2/FOS/MAPK1/SOCS6/SOCS1/SOS1/AKT1/SRC/RAF1/MAPK12",24
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","41/2256","133/9382",0.308270676691729,1.28200154641924,1.84289727244379,0.0435552639461811,0.121332520992933,0.121332520992933,"ICAM1/VAV3/MICB/SOS2/ARAF/SHC1/CSF2/ULBP1/HCST/PAK1/IFNGR1/TNFRSF10A/NRAS/SYK/HLA-B/KLRD1/SH3BP2/HLA-E/HLA-A/MICA/CD244/HLA-C/BID/PTPN6/VAV2/RAC1/MAPK1/RAC2/TNF/LCP2/IFNGR2/SOS1/RAF1/FCER1G/PPP3CB/ULBP2/FCGR3B/IFNB1/TNFRSF10B/TNFSF10/VAV1",41
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","30/2256","93/9382",0.32258064516129,1.34151223976207,1.86223494872589,0.0440645707612301,0.121784758560565,0.121784758560565,"RELA/IL4R/MAPK11/MAPK13/IFNGR1/IKBKB/IKBKG/MAF/HLA-DPA1/NOTCH1/HLA-DMA/IL2RG/JAG1/MAPK14/FOS/TYK2/HLA-DPB1/NFKBIB/JAK3/HLA-DRA/MAPK1/IL12RB1/IFNGR2/RBPJ/DLL1/MAPK12/NFKBIE/NFKBIA/PPP3CB/JAG2",30
"Genetic Information Processing","Transcription","hsa03022","Basal transcription factors","16/2256","44/9382",0.363636363636364,1.51225016118633,1.91625240887933,0.0453246312264502,0.124288637191281,0.124288637191281,"TAF9/TAF13/GTF2A1/GTF2E1/TBPL1/TAF4/GTF2H3/TAF12/TAF5/GTF2H2C/GTF2E2/GTF2H1/ERCC3/TAF1/TAF10/GTF2F1",16
"Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","13/2256","34/9382",0.382352941176471,1.59008656654151,1.93939843681715,0.0458901950981353,0.124864019220508,0.124864019220508,"NFIL3/DBP/CSNK1D/SKP1/PRKAA1/BHLHE41/CREB1/CSNK1E/NR1D1/PER2/BHLHE40/PER3/FBXW11",13
"Genetic Information Processing","Replication and repair","hsa03440","Homologous recombination","15/2256","41/9382",0.365853658536585,1.52147119875454,1.88276785973678,0.0490592821630837,0.132008349827019,0.132008349827019,"SYCP3/RPA2/POLD3/TOP3A/RAD51D/PALB2/MRE11/RAD52/BRCC3/TOPBP1/BRCA1/RPA1/ATM/RAD50/ABRAXAS1",15
"Metabolism","Metabolism of other amino acids","hsa00410","beta-Alanine metabolism","12/2256","31/9382",0.387096774193548,1.60981468771448,1.91346668592931,0.0492680735821639,0.132008349827019,0.132008349827019,"UPB1/MLYCD/HIBCH/ALDH3A2/ALDH9A1/ABAT/EHHADH/CSAD/ALDH1B1/ACOX1/ALDH2/SMOX",12
"Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","42/2256","138/9382",0.304347826086957,1.26568763490595,1.76909894805204,0.0502055919661001,0.133501233182584,0.133501233182584,"SOCS3/SH2B2/SOS2/ARAF/SHC1/PRKCI/PRKAR1B/PRKACB/RPS6KB2/IKBKB/HK3/NRAS/AKT2/HK1/PRKAA1/CBL/CALM2/SOCS4/PPP1CB/ELK1/EIF4E/MTOR/PRKAR1A/PTPN1/MAPK1/CALM3/SOCS1/FASN/PPP1R3B/SOS1/RAPGEF1/AKT1/INPP5A/INPPL1/RAF1/EXOC7/PYGM/FLOT1/PPP1CC/SREBF1/CRKL/RPS6KB1",42
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","50/2256","168/9382",0.297619047619048,1.23770474501857,1.74920050741884,0.0510332980592182,0.13468186179538,0.13468186179538,"SOCS3/FHL1/PIM1/BCL2/SOS2/STAM2/CRLF2/SOCS5/CSF3/IL4R/CSF2/CSF3R/CSF2RB/PDGFB/IL23A/CCND1/IFNGR1/AKT2/MYC/CLCF1/IL27RA/SOCS4/STAT2/MCL1/IL2RG/CCND2/TYK2/MTOR/JAK3/CDKN1A/PIAS1/PTPN6/IL27/SOCS6/IL12RB1/SOCS1/IFNGR2/IL7/SOS1/IL10/AKT1/IRF9/IL11RA/RAF1/PDGFA/IL31RA/LIF/IFNB1/IL6/IL10RB",50
"Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","47/2256","157/9382",0.299363057324841,1.24495753715499,1.74152074572756,0.0521989739249703,0.1367301481169,0.1367301481169,"TGFB1/BMPR2/DVL1/PPP2R2D/RASSF1/SMAD7/PRKCI/YWHAQ/STK3/CCND1/FZD2/YWHAH/SMAD4/CSNK1D/WNT5A/MYC/SMAD2/TCF7L1/ACTB/ID2/PPP1CB/DLG4/SAV1/FRMD6/PPP2CA/CSNK1E/LATS1/CTNNB1/PPP2CB/CCND2/APC/BMP6/FZD7/ID1/TP53BP2/DVL3/BMP2/YWHAZ/BIRC3/BBC3/ACTG1/SMAD3/FZD4/PPP1CC/SERPINE1/FBXW11/WNT5B",47
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","76/2256","268/9382",0.283582089552239,1.17932941674606,1.67585186681694,0.0562928595845825,0.146361434919915,0.146361434919915,"PSMC4/MT-CYB/PSMC6/XBP1/CASP9/NDUFS2/PRKACB/ATP5F1A/UQCRC2/UBA7/TUBB2A/TUBB6/APAF1/ADORA2A/MT-CO3/PSMB2/SLC39A13/PSMC3/CALM2/ATF6/NDUFB5/UQCR11/BAX/SLC39A3/PSMB6/GNAI3/ITPR2/CYCS/MT-ND2/DAXX/ATP5F1D/NDUFS7/NDUFA8/UQCRFS1/HTRA2/SLC39A8/VDAC2/TUBA4A/TUBB4B/MT-ND5/ADRM1/CALM3/PPIF/NDUFA11/PSMA7/ITPR1/MT-CO1/TUBA1C/NDUFS1/EIF2S1/MT-ND6/NDUFB1/MT-ND4/VDAC3/LRRK2/NFE2L2/MT-ATP8/MFN2/MT-ND1/PSMA1/PSMB4/DDIT3/PSMA6/MT-CO2/UBA52/SDHD/SLC11A2/UBE2G2/MT-ND3/MT-ATP6/SLC6A3/UBE2J1/ERN1/TP53/ATF4/NDUFV3",76
"Environmental Information Processing","Signal transduction","hsa04340","Hedgehog signaling pathway","19/2256","56/9382",0.339285714285714,1.41098340932118,1.73556868331511,0.0609617623097053,0.157335136549313,0.157335136549313,"BCL2/CSNK1G2/MGRN1/CSNK1A1/PRKACB/CCND1/PTCH2/CSNK1D/CSNK1E/MOSMO/EFCAB7/CCND2/SPOP/SMURF1/ARRB2/SMURF2/GRK2/SUFU/FBXW11",19
"Metabolism","Metabolism of cofactors and vitamins","hsa00785","Lipoic acid metabolism","8/2256","19/9382",0.421052631578947,1.75102650242628,1.84372335979684,0.0633276859897087,0.162248304980933,0.162248304980933,"LIPT2/DLAT/PDHB/DLST/ACSM1/LIAS/DBT/DHTKD1",8
"Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","20/2256","60/9382",0.333333333333333,1.3862293144208,1.68864172342131,0.0656907183235413,0.167082913996833,0.167082913996833,"CASP9/VEGFA/MAPK11/MAPK13/NRAS/AKT2/MAPKAPK2/HSPB1/MAPK14/SPHK1/RAC1/PTGS2/MAPK1/RAC2/AKT1/SRC/MAPKAPK3/RAF1/MAPK12/PPP3CB",20
"Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","25/2256","78/9382",0.320512820512821,1.3329128023277,1.66117028405021,0.0663981799759672,0.167514476371509,0.167514476371509,"INPP5D/MTMR14/ISYNA1/IMPA2/INPP5F/PTEN/MTMR6/INPP1/INPP4A/INPP5K/IP6K1/PLCD1/MTMR1/SYNJ2/PPIP5K2/PIP4K2A/PLCD3/SACM1L/FIG4/PIP4K2B/PIK3C3/INPP5A/INPPL1/PI4KB/PI4K2A",25
"Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","31/2256","100/9382",0.31,1.28919326241135,1.63583160684374,0.0672914856076508,0.167514476371509,0.167514476371509,"CXCL1/CCL20/ACKR3/TNFRSF14/CCL2/CXCL3/CCL3/CXCR1/CXCL5/CCL4L2/CCL7/TNFRSF10A/CCR7/CCL5/CCR5/XCR1/CXCL2/IL2RG/CCR2/CSF1/CCL3L3/TNF/IL10/CXCL8/CCR1/CCL4/CXCL6/IL6/IL10RB/TNFRSF10B/TNFSF10",31
"Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","66/2256","232/9382",0.28448275862069,1.18307501834189,1.58867016035796,0.0672921400808625,0.167514476371509,0.167514476371509,"RGCC/VAV3/ITGAD/SOS2/ARAF/WASF1/FGFR1/EZR/PDGFB/PAK1/ITGA3/ITGB8/ARHGEF1/ARHGEF6/LPAR1/LIMK2/CFL1/NRAS/AKT2/ARPC5L/ACTB/PPP1CB/ROCK2/ITGA7/FGF9/ITGAE/APC/CFL2/ARPC1B/MYL5/GNA13/FGD3/PIP4K2A/VAV2/RAC1/MAPK1/PPP1R12C/RAC2/PAK2/IQGAP2/RRAS2/SOS1/PIP4K2B/PPP1R12A/AKT1/ACTN4/TMSB4X/RHOA/ACTG1/VCL/SRC/MYH10/RAF1/ITGAX/PDGFA/GNA12/ACTN1/PPP1CC/RDX/ITGB7/PFN1/IQGAP3/LPAR2/CRKL/VAV1/MYL9",66
"Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","27/2256","86/9382",0.313953488372093,1.3056345868382,1.60204560150946,0.0729470686400394,0.178791168195834,0.178791168195834,"EREG/SOS2/ARAF/SHC1/RPS6KB2/PAK1/NRAS/AKT2/MAP2K7/MYC/CBL/NCK1/ELK1/MTOR/CDKN1A/HBEGF/MAPK1/MAP2K4/CDKN1B/PAK2/SOS1/AKT1/SRC/RAF1/GAB1/CRKL/RPS6KB1",27
"Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","41/2256","138/9382",0.297101449275362,1.23555221502724,1.5684402323184,0.0733502228495729,0.178791168195834,0.178791168195834,"ATP6AP1/MT-CYB/ATP6V1A/NDUFS2/ATP5F1A/UQCRC2/MT-CO3/ATP6V0C/NDUFB5/UQCR11/CYCS/MT-ND2/ATP5F1D/NDUFS7/NDUFA8/UQCRFS1/ATP6V1F/ATP6V0B/MT-ND5/NDUFA11/COX11/MT-CO1/NDUFS1/TCIRG1/MT-ND6/NDUFB1/MT-ND4/ATP6V0A2/MT-ATP8/MT-ND1/ATP6V1H/ATP6V0D1/MT-CO2/SDHD/MT-ND3/MT-ATP6/PPA2/COX15/NDUFV3/COX10/COX17",41
"Cellular Processes","Cell growth and death","hsa04114","Oocyte meiosis","41/2256","138/9382",0.297101449275362,1.23555221502724,1.5684402323184,0.0733502228495729,0.178791168195834,0.178791168195834,"IGF1R/SMC1A/ADCY3/YWHAQ/ESPL1/PRKACB/ANAPC1/MAPK11/ANAPC7/CPEB2/RPS6KA1/MAPK13/YWHAH/SKP1/MAD2L2/CALM2/PPP1CB/ANAPC16/PPP2CA/MAPK14/ITPR2/PPP2CB/PPP2R5D/REC8/CPEB4/PPP2R5A/SMC3/YWHAZ/MAPK1/CALM3/ANAPC2/CPEB3/ITPR1/CDK1/MAPK12/PPP3CB/PPP1CC/FBXW11/CDC26/CDC23/RPS6KA3",41
"Genetic Information Processing","Folding, sorting and degradation","hsa04130","SNARE interactions in vesicular transport","12/2256","33/9382",0.363636363636364,1.51225016118633,1.65854668423428,0.0770659930659819,0.186552852180411,0.186552852180411,"STX1A/VAMP5/STX7/YKT6/STX11/STX6/STX4/VAMP4/VAMP2/STX17/VTI1A/GOSR2",12
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","46/2256","158/9382",0.291139240506329,1.21075724930425,1.5032202747976,0.0813770502687477,0.195205516625366,0.195205516625366,"DVL1/SLC38A9/IGF1R/RNF152/ATP6V1A/SOS2/AKT1S1/MAPKAP1/SKP2/RPS6KB2/RPS6KA1/PTEN/FZD2/IKBKB/CAB39/DDIT4/NRAS/AKT2/WNT5A/SLC3A2/PRKAA1/SLC7A5/FNIP1/RRAGD/EIF4E/MTOR/FZD7/DVL3/ATP6V1F/MAPK1/TTI1/SESN2/TELO2/SGK1/TNF/SOS1/AKT1/RHOA/RAF1/FZD4/ATP6V1H/LPIN1/RPS6KB1/RPS6KA3/ULK1/WNT5B",46
"Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","30/2256","98/9382",0.306122448979592,1.27306773773339,1.52892812947093,0.081752737731991,0.195205516625366,0.195205516625366,"INPP5D/PIP4P2/MTMR14/IMPA2/INPP5F/PTEN/MTMR6/INPP1/INPP4A/CALM2/IP6K1/PLCD1/ITPR2/DGKD/MTMR1/SYNJ2/PPIP5K2/PIP4K2A/CALM3/PLCD3/ITPR1/SACM1L/PIP4K2B/PIK3C3/DGKA/INPP5A/INPPL1/PIP4P1/PI4KB/PI4K2A",30
"Metabolism","Carbohydrate metabolism","hsa00020","Citrate cycle (TCA cycle)","11/2256","30/9382",0.366666666666667,1.52485224586288,1.62000608124365,0.0838820664369074,0.197601377982245,0.197601377982245,"SUCLG1/SUCLA2/DLAT/PDHB/DLST/IDH3A/IDH3G/IDH3B/CS/IDH1/SDHD",11
"Human Diseases","Drug resistance: antineoplastic","hsa01523","Antifolate resistance","11/2256","30/9382",0.366666666666667,1.52485224586288,1.62000608124365,0.0838820664369074,0.197601377982245,0.197601377982245,"RELA/ABCC1/IKBKB/IKBKG/IL1B/FPGS/GART/MTR/TNF/MTHFR/IL6",11
"Human Diseases","Infectious disease: bacterial","hsa05110","Vibrio cholerae infection","17/2256","51/9382",0.333333333333333,1.3862293144208,1.55609975085128,0.0851884417487965,0.198725591168362,0.198725591168362,"ATP6AP1/ATP6V1A/ADCY3/PRKACB/ATP6V0C/KDELR2/ACTB/ARF1/ATP6V1F/ATP6V0B/TCIRG1/ATP6V0A2/ACTG1/SEC61A1/PDIA4/ATP6V1H/ATP6V0D1",17
"Genetic Information Processing","Transcription","hsa03040","Spliceosome","68/2256","243/9382",0.279835390946502,1.16374806642734,1.45512795845136,0.0854916360866743,0.198725591168362,0.198725591168362,"SF3B1/SNIP1/BUD13/DHX15/HNRNPA3/PUF60/FUS/NCBP1/HNRNPK/DDX39B/YJU2/WBP11/SF3B3/SNRPD3/LSM6/ALYREF/THOC3/RNU4-2/RNVU1-27/SRSF7/HSPA1B/SF3A2/RBMXL1/SNRPA1/SRSF2/RNVU1-30/THOC2/SNRPB/SRSF5/NCBP2/RNVU1-15/SF1/HSPA1L/U2AF1L4/HNRNPC/PRPF4/HNRNPA1/HNRNPU/SRSF1/HNRNPM/DDX5/CASC3/SF3B4/SF3A3/PLRG1/SNRNP40/SNRNP70/RNU5F-1/SRSF6/HSPA8/THOC6/SART1/DDX42/DHX8/DDX23/RNU5A-1/PRPF3/RP9/RNVU1-3/DHX38/TXNL4A/HSPA1A/XAB2/USP39/SRSF3/CWC25/DDX46/SRSF9",68
